angles,ranges
244.93582,119.7
245.29687,121.2
245.6004,119.7
245.95764,118.1
246.6184,118.1
246.94999,119.7
247.61534,118.1
248.28068,118.1
248.94603,116.6
249.61138,115
249.64998,116.6
250.27673,115
250.31228,115
250.58999,115
250.94207,113.5
250.97457,115
251.25763,115
251.60742,113.5
251.63686,113.5
251.92527,113.5
252.27277,111.9
252.29915,113.5
252.5929,111.9
252.93812,111.9
252.96145,111.9
253.26054,111.9
253.60346,110.3
253.62373,111.9
253.92818,111.9
254.26881,110.3
254.28603,110.3
254.59582,110.4
254.94832,110.3
255.21,110.4
255.26346,110.4
255.28999,110.3
255.61061,110.3
255.87382,110.4
255.9311,108.8
255.93624,110.3
256.04998,110.3
256.2729,108.8
256.53764,110.4
256.58249,108.8
256.59874,108.8
256.69317,110.3
256.93519,108.8
257.20146,108.8
257.22874,108.8
257.26638,107.3
257.33637,108.8
257.39001,110.4
257.86528,108.8
257.87498,108.8
257.93401,107.3
257.97957,108.8
258.02709,108.8
258.52123,107.2
258.52909,108.8
258.62276,108.8
258.66418,107.3
259.16748,107.2
259.19292,107.3
259.26595,107.2
259.30126,107.3
259.79998,107.3
259.81373,107.2
259.83999,107.3
259.85674,107.3
259.90915,107.2
259.93834,107.3
260.44317,107.3
260.45999,105.7
260.52055,105.7
260.54277,107.3
260.55234,105.7
260.57542,107.3
261.08637,107.3
261.10624,105.7
261.18438,105.7
261.19554,105.7
261.21251,105.7
261.24554,105.7
261.6,105.7
261.72956,105.7
261.75249,105.7
261.83873,105.7
261.84819,104.2
261.84959,105.7
261.94832,105.7
262.17001,105.7
262.26153,105.7
262.37276,104.2
262.39874,104.1
262.48192,104.1
262.48667,105.7
262.51201,104.2
262.6511,105.7
262.83306,105.7
262.92306,105.7
263.01595,104.2
263.12376,104.1
263.12512,104.1
263.35387,104.1
263.47,104.1
263.49612,105.7
263.58458,105.7
263.65915,104.2
263.76084,104.1
264.05665,104.1
264.13305,104.1
264.15917,104.1
264.24611,104.1
264.30234,104.2
264.39792,104.1
264.67,104.1
264.75943,104.1
264.79611,104.1
264.82223,104.1
264.90764,102.6
264.94553,104.2
265.33611,104.1
265.45916,104.1
265.46221,104.1
265.48528,104.1
265.56916,102.6
265.58873,104.2
266.00223,104.1
266.12222,104.1
266.14834,104.1
266.16499,104.1
266.18999,104.1
266.23069,104.1
266.23192,102.6
266.66834,102.6
266.78527,102.6
266.81139,104.1
266.85687,104.1
266.86777,102.6
266.87512,102.6
266.89222,104.1
267.33445,102.6
267.44833,102.6
267.47445,102.6
267.52375,104.1
267.55375,102.6
267.57055,102.6
268.00056,102.6
268.11138,102.6
268.13751,102.6
268.14998,102.6
268.19062,102.6
268.21528,102.6
268.66667,102.6
268.77444,102.6
268.80056,102.6
268.81457,102.6
268.8575,102.6
268.8768,102.6
269.33278,102.6
269.43749,102.6
269.46362,102.6
269.47915,102.6
269.52437,102.6
269.9989,101
270.10055,102.6
270.14373,102.6
270.19124,102.6
270.66501,101
270.76361,101
270.80832,102.6
270.85812,102.6
271.33111,101
271.4729,102.6
271.52499,101
271.99723,101
272.13748,101
272.19187,101
272.73998,102.6
272.80207,101
272.85875,101
273.3954,101
273.46665,101
273.52562,101
273.68999,101
274.05081,101
274.13123,101
274.33014,101
274.70623,101
274.79582,101
274.97027,101
275.36165,101
275.4604,101
275.61041,99.5
275.7,101
276.01707,101
276.25055,101
276.36993,101
276.67248,101
276.89069,101
277.03987,101
277.3279,101
277.39001,99.5
277.53083,99.5
277.7098,99.5
277.98332,101
278.05459,101
278.17096,99.5
278.37973,101
278.63873,99.4
278.71918,101
278.81111,101
279.04966,101
279.29415,101
279.38376,101
279.45124,101
279.51998,101
279.71959,101
279.94956,101
280.04834,101
280.09138,101
280.11999,101
280.18762,101
280.38952,101
280.71293,101
280.73152,101
280.78228,101
280.85526,101
281.05945,102.6
281.30999,101
281.37751,101
281.44457,101
281.5229,101
281.72938,101
281.94,101
281.97534,101
282.04209,101
282.10686,101
282.19054,101
282.39931,101
282.60305,101
282.64068,102.6
282.67999,101
282.70668,101
282.76915,99.5
282.85818,101
283.06924,101
283.26611,101
283.30603,102.6
283.36672,101
283.37126,102.6
283.43144,101
283.52582,101
283.64999,101
283.92916,101
283.97138,102.6
284.03584,102.6
284.05346,101
284.09374,102.6
284.19346,101
284.36422,102.6
284.59222,102.6
284.63672,102.6
284.70043,102.6
284.74019,102.6
284.75603,102.6
284.86109,102.6
285.07846,102.6
285.25527,102.6
285.30207,102.6
285.41832,102.6
285.42693,102.6
285.48998,102.6
285.52873,102.6
285.7927,102.6
285.91833,101
285.92999,102.6
285.96742,102.6
286.08061,102.6
286.11367,102.6
286.18207,102.6
286.19637,102.6
286.50693,102.6
286.51,101
286.58138,102.6
286.60526,102.6
286.63277,102.6
286.74291,102.6
286.8004,102.6
286.86401,102.6
286.87415,102.6
287.18451,102.6
287.22117,102.6
287.24444,102.6
287.28054,102.6
287.29811,104.1
287.40519,102.6
287.48714,102.6
287.56623,102.6
287.85903,102.6
287.90749,104.1
287.9354,102.6
287.95582,102.6
287.96346,102.6
288.17387,104.1
288.25832,104.2
288.53354,102.6
288.57055,104.1
288.62881,104.1
288.63109,104.1
288.64964,104.1
288.86061,102.6
288.9504,102.6
289.20806,104.1
289.2336,104.1
289.30638,104.1
289.36387,104.1
289.54735,104.1
289.64248,104.1
289.88257,104.1
289.98165,102.6
290.07811,104.1
290.23408,104.1
290.33457,104.1
290.55709,104.1
290.65693,104.1
290.79235,104.1
291.02665,104.1
291.2316,104.1
291.33221,104.1
291.50659,104.1
291.71873,105.7
291.90611,105.7
292.00748,104.1
292.41082,105.7
292.58063,105.7
292.68276,104.1
293.1029,105.7
293.25514,104.1
293.35804,105.7
293.92965,105.7
294.23998,105.6
294.29,105.7
294.90304,107.2
294.95535,105.7
295.56609,105.6
295.6207,107.3
296.14998,107.2
296.22915,107.2
296.28604,107.3
296.81228,107.2
296.89221,107.2
296.95139,107.3
297.27999,107.2
297.47457,107.2
297.55526,107.2
297.61674,107.3
297.94763,107.2
298.13686,107.2
298.21832,107.2
298.28209,108.8
298.61527,107.2
298.79915,108.8
298.88137,108.7
298.94743,108.8
299.28291,108.8
299.46145,108.8
299.54443,108.7
299.61278,110.4
299.95055,108.8
300.12373,110.3
300.20748,110.3
300.27813,110.4
300.61818,110.3
300.78603,110.3
300.87054,111.9
300.94348,110.4
301.28582,110.3
301.44832,111.9
301.53359,111.9
301.60882,111.9
301.95346,110.3
302.11061,111.9
302.6211,111.9
302.7,110.4
302.7729,111.9
302.83999,111.9
303.28874,111.9
303.38827,111.9
303.42001,111.9
303.43519,113.4
303.51374,111.9
303.95638,113.5
304.07653,111.9
304.09376,111.9
304.18749,111.9
304.62402,113.5
304.7,113.5
304.76479,113.5
304.7675,113.5
304.86124,113.4
305.36459,113.5
305.44126,115
305.45306,113.5
305.53499,115
306.02917,115
306.115,115
306.14133,115
306.20874,115
306.69375,115
306.78876,115
306.82959,116.6
306.88249,116.6
307.35834,116.6
307.45998,116.6
307.4625,116.6
307.51785,116.6
307.55624,116.6
308.02292,118.1
308.12533,116.6
308.13626,118.1
308.14001,116.6
308.20612,118.1
308.20998,116.6
308.22999,118.1
308.6875,118.1
308.79068,118.2
308.80306,118.1
308.81,118.1
308.87839,116.6
308.89438,118.1
308.90374,119.7
309.35209,118.1
309.45602,118.2
309.46612,118.1
309.48376,119.7
309.51,118.1
309.54679,118.1
309.57749,119.7
309.58264,119.7
309.86999,118.1
310.01667,119.7
310.12137,118.2
310.12918,119.7
310.15751,121.2
310.1723,119.7
310.21519,119.7
310.25124,121.2
310.27091,121.2
310.5361,119.7
310.68125,121.2
310.78672,119.7
310.79223,121.2
310.83125,122.8
310.83458,121.2
310.88359,119.7
311.20221,121.2
311.34584,122.8
311.39001,121.2
311.45207,121.3
311.45529,121.2
311.49688,121.2
311.552,122.8
311.86832,121.2
312.01042,124.3
312.05917,122.8
312.11741,122.8
312.11834,122.8
312.15917,122.8
312.2204,122.8
312.45998,122.8
312.53443,122.8
312.72834,122.8
312.7814,122.8
312.78276,124.4
312.82146,122.8
312.8888,124.4
313.13144,124.4
313.20054,124.4
313.3975,124.3
313.44445,124.4
313.44811,124.4
313.48375,124.3
313.5572,124.4
313.8029,124.4
313.86665,125.9
314.02999,124.3
314.06667,125.9
314.10751,125.9
314.11345,125.9
314.14604,125.9
314.22561,125.9
314.47436,125.9
314.53276,125.9
314.69152,125.9
314.73584,127.5
314.77056,127.5
314.7788,127.5
314.80833,127.5
314.89401,127.5
315.14582,127.5
315.19888,127.5
315.35305,127.5
315.405,129
315.43362,129
315.47063,129
315.56241,129
315.81728,129
315.86499,130.6
316.01457,129
316.07417,129
316.1,129
316.13292,130.6
316.48873,130.6
316.5311,130.6
316.6761,129
316.74334,132.1
316.76917,130.5
316.79521,132.1
317.16019,132.1
317.19721,132.1
317.33763,132.1
317.41251,133.7
317.43833,130.5
317.83165,133.7
317.99916,132.1
318.08167,133.7
318.1075,132.1
318.50311,132.1
318.66068,132.1
318.75084,132.1
318.77667,133.7
319.17457,130.6
319.32221,130.6
319.44583,130.5
319.84602,129
319.98374,129
320.115,129
320.64527,125.9
320.78417,127.4
321.17998,129
321.3068,124.3
321.45333,124.3
321.84533,125.9
321.98,125.9
322.1225,122.8
322.51068,124.3
322.64382,124.4
322.79166,121.2
323.17603,122.8
323.30764,122.8
323.46083,119.7
323.80999,121.2
323.84137,121.2
323.97146,121.2
324.46923,119.7
324.50672,119.7
324.63528,119.7
325.12846,118.1
325.17207,118.1
325.2991,118.1
325.48,119.7
325.7877,116.6
325.83741,116.6
325.96292,116.6
326.14459,118.1
326.44693,115
326.50276,115
326.62674,115
326.80917,115
327.10617,113.5
327.16811,113.5
327.29056,113.5
327.39,115
327.47375,115
327.76541,111.9
327.83346,111.9
327.95438,111.9
328.0989,113.4
328.13834,113.5
328.42464,111.9
328.4988,110.3
328.6182,110.4
328.80292,111.9
328.80778,111.9
329.08388,110.3
329.27999,111.9
329.28201,108.8
329.4675,110.4
329.51667,110.3
329.74311,108.8
329.86999,110.3
330.00645,110.3
330.13209,108.8
330.22556,110.3
330.40235,107.2
330.60638,110.3
330.73291,110.3
330.79667,107.3
330.93445,108.8
331.06159,107.2
331.34277,108.8
331.45937,107.2
331.46125,107.3
331.64334,107.2
332.07915,107.2
332.12584,105.7
332.18582,107.2
332.35223,107.2
332.79042,105.7
332.81554,105.7
332.91228,105.7
333.06112,105.7
333.49999,105.7
333.55193,105.7
333.63874,104.1
333.77,104.1
333.87999,105.7
334.19589,105.7
334.28832,104.1
334.32,105.7
334.3652,104.1
334.4789,104.1
334.58812,104.1
334.8918,104.1
335.02471,102.6
335.04111,104.1
335.09166,102.6
335.18778,102.6
335.29625,104.1
335.5877,102.6
335.7611,102.6
335.76222,102.6
335.81812,102.6
336.00437,102.6
336.2836,101
336.48333,101
336.49749,101
336.54457,101
336.7125,101
336.97951,99.5
337.20444,101.1
337.23388,99.5
337.27103,99.4
337.42062,99.4
337.67541,99.5
337.92555,99.5
337.97027,99.5
338.12875,99.4
338.37131,99.5
338.48,99.5
338.64667,99.5
338.83687,99.4
339.06722,97.9
339.1484,99.5
339.36778,98
339.54499,97.9
339.76312,97.9
339.81681,97.9
339.83999,97.9
340.08889,98
340.25312,96.3
340.45902,96.4
340.48521,97.9
340.50763,97.9
340.81,98
340.96125,97.9
341.15361,96.4
341.15492,96.4
341.17527,97.9
341.53111,96.4
341.66937,96.3
341.82201,96.4
341.8429,96.4
342.25222,96.4
342.35998,96.3
342.49042,96.4
342.51054,96.4
343.01845,96.3
343.15882,94.8
343.17818,96.4
343.67692,94.7
343.82722,93.2
343.84582,94.8
344.04,96.4
344.33539,94.7
344.49563,93.2
344.51346,94.8
344.64424,94.8
344.99387,94.7
345.16403,93.2
345.1811,93.2
345.24847,94.8
345.57998,94.8
345.65234,93.2
345.83243,91.7
345.84874,93.2
345.85271,93.3
346.05999,94.8
346.20484,93.2
346.31081,93.2
346.45695,93.3
346.51638,91.7
346.66958,93.3
346.73998,93.2
346.8297,93.2
346.96928,91.6
347.06118,93.3
347.18402,93.2
347.27916,91.7
347.38776,91.7
347.45456,91.7
347.62776,91.6
347.66542,91.7
347.88874,91.7
348.03554,91.7
348.07942,91.7
348.26965,91.7
348.28623,91.6
348.49833,90.2
348.68332,91.7
348.70429,91.7
348.87389,90.1
348.9447,90.1
349.10791,91.7
349.32914,90.1
349.33109,91.7
349.47812,90.1
349.60317,90.1
349.71749,90.2
349.954,90.1
349.97887,90.1
350.08236,90.1
350.32707,90.2
350.57887,90.1
350.62665,90.1
350.6866,90.1
350.93666,88.6
351.20373,90.1
351.27443,90.1
351.54624,88.6
351.6,90.1
351.82859,90.1
351.92001,90.1
351.92221,90.1
352.15582,88.6
352.24625,88.6
352.45345,88.6
352.56998,88.6
352.58382,87
352.76541,88.6
352.8925,88.6
353.21776,88.6
353.24765,88.6
353.53875,88.6
353.86554,88.6
353.91146,88.6
354.185,88.6
354.57528,88.6
354.83125,88.6
355.2391,88.6
355.4775,88.6
355.90292,87
356.12375,88.6
356.56674,87
356.77,87
357.23056,87
357.41625,87
357.89438,87
358.0625,87
358.5582,87
358.70875,87
359.22202,85.5
